Temperature,Ice_Cream_Sales
-5.0,58.34629257949586
-4.819277108433735,67.04481691315058
-4.63855421686747,66.60805587987674
-4.457831325301205,60.82902002080456
-4.27710843373494,66.08818802777306
-4.096385542168675,70.62346690752702
-3.9156626506024095,84.35939130997146
-3.734939759036145,66.19054514820517
-3.5542168674698793,66.0001664126711
-3.3734939759036147,61.692759596874545
-3.192771084337349,42.29472361417463
-3.0120481927710845,60.29517478883778
-2.8313253012048194,60.27315418244119
-2.6506024096385543,83.44647251112082
-2.4698795180722892,56.066301805229855
-2.289156626506024,60.2139057066864
-2.108433734939759,56.092496180143094
-1.927710843373494,44.02667585838154
-1.7469879518072289,66.44818750064447
-1.5662650602409638,61.87845356681548
-1.3855421686746987,61.641267358367756
-1.2048192771084336,44.041558751515524
-1.0240963855421685,66.60052258388559
-0.8433734939759034,38.02387578519956
-0.6626506024096388,57.41342505325891
-0.48192771084337327,72.9845388390259
-0.3012048192771086,40.742408558825204
-0.1204819277108431,44.58524450684643
0.06024096385542155,50.87784621002868
0.24096385542168708,44.51234753780448
0.4216867469879517,33.73890205165541
0.6024096385542173,49.66225915726335
0.7831325301204819,38.11734608236444
0.9638554216867465,53.27272209993579
1.144578313253012,39.1716307887405
1.3253012048192767,63.726953282284555
1.5060240963855422,40.28947317331349
1.6867469879518069,44.828448562721874
1.8674698795180724,56.14395429011417
2.048192771084337,35.692518107252845
2.2289156626506026,50.300800536344674
2.4096385542168672,61.15532941537472
2.5903614457831328,32.099430972721294
2.7710843373493974,50.14362411297582
2.951807228915663,51.05179644299229
3.1325301204819276,56.459540954672505
3.313253012048193,36.492809628046004
3.4939759036144586,35.91141586944755
3.6746987951807224,54.62172368345886
3.855421686746988,52.691141550157376
4.0361445783132535,52.57787087535599
4.216867469879517,53.921732784474756
4.397590361445783,44.07397255486396
4.578313253012048,53.64638658693882
4.759036144578314,54.7368649565316
4.939759036144578,45.17757741503317
5.120481927710843,71.52644884203255
5.301204819277109,58.18730583852708
5.481927710843374,42.148875319743006
5.662650602409638,61.27304080400414
5.843373493975903,45.63894320482506
6.024096385542169,63.967521897491295
6.2048192771084345,68.42620836664538
6.385542168674698,49.40966687309488
6.566265060240964,68.05914959263193
6.746987951807229,63.394756576666474
6.927710843373493,68.36176867789524
7.108433734939759,80.01597743867475
7.289156626506024,59.533707749827585
7.46987951807229,55.422429327538474
7.650602409638553,55.06950949965128
7.831325301204819,56.84407453458135
8.012048192771084,65.30134464195999
8.19277108433735,70.58672659966884
8.373493975903614,71.07762072374003
8.55421686746988,77.75071186327358
8.734939759036145,70.80972569770199
8.91566265060241,86.44853572004175
9.096385542168674,70.53277554917074
9.27710843373494,101.67984524406428
9.457831325301205,82.06629751597204
9.638554216867469,68.60217969784907
9.819277108433734,67.86162226862677
10.0,84.82472415243186
10.180722891566266,79.22748566103965
10.36144578313253,90.0968927330533
10.542168674698795,89.21669907923814
10.72289156626506,85.31612951184033
10.903614457831326,79.16923802616746
11.08433734939759,74.11412029197136
11.265060240963855,86.4555211136744
11.44578313253012,101.17539743662998
11.626506024096386,96.47574655728405
11.807228915662652,83.63348171498494
11.987951807228917,99.61139991027551
12.16867469879518,103.55414636224698
12.349397590361445,92.7164408796783
12.53012048192771,104.97896974141202
12.710843373493976,105.9431700702199
12.891566265060241,95.88340487479292
13.072289156626507,112.87566718745728
13.253012048192772,116.9229853420682
13.433734939759034,124.19565976808603
13.6144578313253,125.98583587816583
13.795180722891565,103.78645046326548
13.975903614457831,110.33288329224084
14.156626506024097,127.04213667557042
14.337349397590362,129.24295458823372
14.518072289156628,131.501543781336
14.698795180722893,167.1570144275227
14.879518072289155,136.64989799414315
15.06024096385542,144.64060341878957
15.240963855421686,145.20157954522378
15.421686746987952,144.584750080194
15.602409638554217,137.3600815411129
15.783132530120483,150.5770633763654
15.963855421686748,137.7663769735095
16.14457831325301,145.66636176247363
16.325301204819276,145.75349182610728
16.50602409638554,154.0311089363222
16.686746987951807,178.99685421079081
16.867469879518072,139.8481783832711
17.048192771084338,168.08665474160262
17.228915662650603,147.8327774181659
17.40963855421687,162.00916152790913
17.59036144578313,180.4191909747542
17.771084337349397,173.00635077884837
17.951807228915662,164.4526291549499
18.132530120481928,170.97622695152864
18.313253012048193,187.85708940689648
18.49397590361446,176.72195423733584
18.674698795180724,189.1873758508205
18.855421686746986,190.50833851806843
19.03614457831325,186.59910757053783
19.216867469879517,217.64970363095102
19.397590361445783,205.6772654155157
19.57831325301205,182.24712254393341
19.759036144578314,207.55622553991375
19.93975903614458,202.29961248978165
20.120481927710845,220.7002659942099
20.301204819277107,207.5418415342388
20.481927710843372,217.6434615397511
20.662650602409638,227.19713654361496
20.843373493975903,234.19391425843804
21.02409638554217,216.95515757264155
21.204819277108435,229.0675293747884
21.3855421686747,231.1501694751229
21.566265060240962,232.88607187806602
21.746987951807228,260.62630898722085
21.927710843373493,250.6066468381623
22.10843373493976,237.56571409288122
22.289156626506024,263.0035577779944
22.46987951807229,278.72954571232407
22.650602409638555,271.5483425459963
22.83132530120482,249.77835724276792
23.012048192771083,263.91074389900473
23.19277108433735,285.2358846084288
23.373493975903614,269.33642771280626
23.55421686746988,284.7303266664238
23.734939759036145,291.9501436987585
23.91566265060241,278.8788299917239
24.096385542168676,291.52987345346247
24.277108433734938,263.7221066835014
24.457831325301203,289.9332175044971
24.63855421686747,301.7263870010923
24.819277108433734,295.88187205609546
25.0,328.82411303931633
25.180722891566266,302.37154310818585
25.36144578313253,316.47812967215054
25.542168674698797,326.4242587268456
25.72289156626506,343.80052502304613
25.903614457831324,319.33277056252695
26.08433734939759,349.6592903013434
26.265060240963855,342.4989048589983
26.44578313253012,336.9830699708676
26.626506024096386,355.85343422006054
26.80722891566265,357.6899001927793
26.987951807228914,354.19669898860946
27.16867469879518,365.42911389678653
27.34939759036145,365.4428431284938
27.53012048192771,375.02869936338493
27.710843373493972,385.1450402333799
27.89156626506024,399.0467699904563
28.072289156626503,375.5039759451035
28.253012048192772,413.9406545478401
28.433734939759034,377.85029343749375
28.614457831325304,400.6468318773406
28.795180722891565,412.8740270510557
28.975903614457835,414.65960658560994
29.156626506024097,410.5141863956393
29.33734939759036,419.5841135393942
29.518072289156628,421.6921419090366
29.69879518072289,425.71797966237665
29.87951807228916,445.1297849417591
30.06024096385542,445.25871633446536
30.24096385542169,439.84692378901065
30.42168674698795,460.8921375262878
30.602409638554214,460.1219137745956
30.783132530120483,470.3629803116296
30.963855421686745,473.7487488634224
31.144578313253014,464.41327241944816
31.325301204819276,472.3848349747177
31.506024096385545,490.77566503947486
31.686746987951807,494.7551760176675
31.86746987951807,493.8238625623181
32.04819277108434,500.6202182372104
32.2289156626506,517.6703200277057
32.40963855421687,504.45734461069816
32.59036144578313,521.3560805035279
32.7710843373494,519.4078891237958
32.95180722891566,524.8303733357056
33.132530120481924,543.604984371229
33.31325301204819,546.5140705881529
33.493975903614455,552.0703554687303
33.674698795180724,562.6980599542549
33.855421686746986,555.5939838365628
34.036144578313255,567.9768094342445
34.21686746987952,563.860607219956
34.397590361445786,576.0435941389069
34.57831325301205,577.3718166620134
34.75903614457831,585.5471842108212
34.93975903614458,596.4654329340034
35.12048192771084,588.3009547295756
35.30120481927711,623.4089939645771
35.48192771084337,598.4595678020736
35.66265060240964,602.4451366620777
35.8433734939759,632.2680734613762
36.024096385542165,634.7361943659611
36.204819277108435,639.226029060346
36.3855421686747,645.4662102094957
36.566265060240966,645.2908723789486
36.74698795180723,642.7040421466601
36.9277108433735,658.7305379610925
37.10843373493976,657.529442545207
37.28915662650602,680.4134850392144
37.46987951807229,675.5856026982608
37.65060240963855,675.2277541171379
37.83132530120482,686.7280780038506
38.01204819277108,700.5631220619897
38.19277108433735,697.3210938535831
38.373493975903614,701.2933280518839
38.554216867469876,718.5422575119286
38.734939759036145,725.1775652610945
38.91566265060241,724.3136427128294
39.096385542168676,731.3605270904274
39.27710843373494,745.1119059637925
39.45783132530121,735.063720382385
39.63855421686747,742.2557440242704
39.81927710843374,755.9644182897257
40.0,767.8655284828815
